wielkosc tablicy;looking_Value;result;czas;liczba operacji;;;;
78200000;39100000;True;3;1;;;;
78300000;39150000;True;2;1;;;;
78400000;39200000;True;3;1;;;;
78500000;39250000;True;0;1;;;;
78600000;39300000;True;3;1;;;;
78700000;39350000;True;2;1;;;;
78800000;39400000;True;3;1;;;;
78900000;39450000;True;1;1;;;;
79000000;39500000;True;4;1;;;;
79100000;39550000;True;2;1;;;;
79200000;39600000;True;1;1;;;;
79300000;39650000;True;1;1;;;;
79400000;39700000;True;4;1;;;;
79500000;39750000;True;2;1;;;;
79600000;39800000;True;4;1;;;;
79700000;39850000;True;2;1;;;;
79800000;39900000;True;2;1;;;;
79900000;39950000;True;4;1;;;;
80000000;40000000;True;3;1;;;;
80100000;40050000;True;4;1;;;;
80200000;40100000;True;2;1;;;;
80300000;40150000;True;4;1;;;;
80400000;40200000;True;2;1;;;;
80500000;40250000;True;2;1;;;;
80600000;40300000;True;2;1;;;;
80700000;40350000;True;4;1;;;;
80800000;40400000;True;2;1;;;;
80900000;40450000;True;3;1;;;;
81000000;40500000;True;3;1;;;;
81100000;40550000;True;0;1;;;;
81200000;40600000;True;1;1;;;;
81300000;40650000;True;2;1;;;;
81400000;40700000;True;1;1;;;;
81500000;40750000;True;2;1;;;;
81600000;40800000;True;3;1;;;;
81700000;40850000;True;2;1;;;;
81800000;40900000;True;3;1;;;;
81900000;40950000;True;2;1;;;;
82000000;41000000;True;1;1;;;;
82100000;41050000;True;1;1;;;;
82200000;41100000;True;2;1;;;;
82300000;41150000;True;2;1;;;;
82400000;41200000;True;1;1;;;;
82500000;41250000;True;2;1;;;;
82600000;41300000;True;1;1;;;;
82700000;41350000;True;0;1;;;;
82800000;41400000;True;1;1;;;;
82900000;41450000;True;3;1;;;;
83000000;41500000;True;1;1;;;;
83100000;41550000;True;2;1;;;;
83200000;41600000;True;4;1;;;;
83300000;41650000;True;1;1;;;;
83400000;41700000;True;2;1;;;;
83500000;41750000;True;0;1;;;;
83600000;41800000;True;1;1;;;;
83700000;41850000;True;0;1;;;;
83800000;41900000;True;3;1;;;;
83900000;41950000;True;3;1;;;;
84000000;42000000;True;3;1;;;;
84100000;42050000;True;2;1;;;;
84200000;42100000;True;2;1;;;;
84300000;42150000;True;2;1;;;;
84400000;42200000;True;1;1;;;;
84500000;42250000;True;3;1;;;;
84600000;42300000;True;2;1;;;;
84700000;42350000;True;3;1;;;;
84800000;42400000;True;4;1;;;;
84900000;42450000;True;2;1;;;;
85000000;42500000;True;1;1;;;;
85100000;42550000;True;1;1;;;;
85200000;42600000;True;0;1;;;;
85300000;42650000;True;1;1;;;;
85400000;42700000;True;4;1;;;;
85500000;42750000;True;1;1;;;;
85600000;42800000;True;2;1;;;;
85700000;42850000;True;4;1;;;;
85800000;42900000;True;2;1;;;;
85900000;42950000;True;3;1;;;;
86000000;43000000;True;3;1;;;;
86100000;43050000;True;2;1;;;;
86200000;43100000;True;3;1;;;;
86300000;43150000;True;1;1;;;;
86400000;43200000;True;4;1;;;;
86500000;43250000;True;1;1;;;;
86600000;43300000;True;3;1;;;;
86700000;43350000;True;4;1;;;;
86800000;43400000;True;2;1;;;;
86900000;43450000;True;2;1;;;;
87000000;43500000;True;2;1;;;;
87100000;43550000;True;0;1;;;;
87200000;43600000;True;1;1;;;;
87300000;43650000;True;2;1;;;;
87400000;43700000;True;5;1;;;;
87500000;43750000;True;2;1;;;;
87600000;43800000;True;3;1;;;;
87700000;43850000;True;1;1;;;;
87800000;43900000;True;3;1;;;;
87900000;43950000;True;2;1;;;;
88000000;44000000;True;1;1;;;;
88100000;44050000;True;0;1;;;;
88200000;44100000;True;1;1;;;;
88300000;44150000;True;3;1;;;;
88400000;44200000;True;1;1;;;;
88500000;44250000;True;2;1;;;;
88600000;44300000;True;2;1;;;;
88700000;44350000;True;1;1;;;;
88800000;44400000;True;3;1;;;;
88900000;44450000;True;3;1;;;;
89000000;44500000;True;1;1;;;;
89100000;44550000;True;3;1;;;;
89200000;44600000;True;4;1;;;;
89300000;44650000;True;1;1;;;;
89400000;44700000;True;2;1;;;;
89500000;44750000;True;4;1;;;;
89600000;44800000;True;2;1;;;;
89700000;44850000;True;3;1;;;;
89800000;44900000;True;2;1;;;;
89900000;44950000;True;2;1;;;;
90000000;45000000;True;3;1;;;;
90100000;45050000;True;1;1;;;;
90200000;45100000;True;2;1;;;;
90300000;45150000;True;1;1;;;;
90400000;45200000;True;4;1;;;;
90500000;45250000;True;2;1;;;;
90600000;45300000;True;0;1;;;;
90700000;45350000;True;1;1;;;;
90800000;45400000;True;3;1;;;;
90900000;45450000;True;2;1;;;;
91000000;45500000;True;4;1;;;;
91100000;45550000;True;3;1;;;;
91200000;45600000;True;1;1;;;;
91300000;45650000;True;0;1;;;;
91400000;45700000;True;2;1;;;;
91500000;45750000;True;1;1;;;;
91600000;45800000;True;3;1;;;;
91700000;45850000;True;3;1;;;;
91800000;45900000;True;1;1;;;;
91900000;45950000;True;2;1;;;;
92000000;46000000;True;3;1;;;;
92100000;46050000;True;1;1;;;;
92200000;46100000;True;2;1;;;;
92300000;46150000;True;3;1;;;;
92400000;46200000;True;1;1;;;;
92500000;46250000;True;2;1;;;;
92600000;46300000;True;2;1;;;;
92700000;46350000;True;5;1;;;;
92800000;46400000;True;2;1;;;;
92900000;46450000;True;3;1;;;;
93000000;46500000;True;3;1;;;;
93100000;46550000;True;0;1;;;;
93200000;46600000;True;2;1;;;;
93300000;46650000;True;3;1;;;;
93400000;46700000;True;3;1;;;;
93500000;46750000;True;2;1;;;;
93600000;46800000;True;3;1;;;;
93700000;46850000;True;1;1;;;;
93800000;46900000;True;1;1;;;;
93900000;46950000;True;2;1;;;;
94000000;47000000;True;2;1;;;;
94100000;47050000;True;2;1;;;;
94200000;47100000;True;2;1;;;;
94300000;47150000;True;3;1;;;;
94400000;47200000;True;1;1;;;;
94500000;47250000;True;3;1;;;;
94600000;47300000;True;1;1;;;;
94700000;47350000;True;1;1;;;;
94800000;47400000;True;3;1;;;;
94900000;47450000;True;3;1;;;;
95000000;47500000;True;2;1;;;;
95100000;47550000;True;2;1;;;;
95200000;47600000;True;2;1;;;;
95300000;47650000;True;4;1;;;;
95400000;47700000;True;1;1;;;;
95500000;47750000;True;3;1;;;;
95600000;47800000;True;0;1;;;;
95700000;47850000;True;2;1;;;;
95800000;47900000;True;3;1;;;;
95900000;47950000;True;3;1;;;;
96000000;48000000;True;2;1;;;;
96100000;48050000;True;2;1;;;;
96200000;48100000;True;0;1;;;;
96300000;48150000;True;2;1;;;;
96400000;48200000;True;3;1;;;;
96500000;48250000;True;3;1;;;;
96600000;48300000;True;1;1;;;;
96700000;48350000;True;3;1;;;;
96800000;48400000;True;2;1;;;;
96900000;48450000;True;0;1;;;;
97000000;48500000;True;1;1;;;;
97100000;48550000;True;3;1;;;;
97200000;48600000;True;4;1;;;;
97300000;48650000;True;1;1;;;;
97400000;48700000;True;3;1;;;;
97500000;48750000;True;1;1;;;;
97600000;48800000;True;2;1;;;;
97700000;48850000;True;3;1;;;;
97800000;48900000;True;2;1;;;;
97900000;48950000;True;4;1;;;;
98000000;49000000;True;3;1;;;;
98100000;49050000;True;2;1;;;;
98200000;49100000;True;3;1;;;;
98300000;49150000;True;3;1;;;;
98400000;49200000;True;2;1;;;;
98500000;49250000;True;4;1;;;;
98600000;49300000;True;3;1;;;;
98700000;49350000;True;2;1;;;;
98800000;49400000;True;1;1;;;;
98900000;49450000;True;2;1;;;;
99000000;49500000;True;1;1;;;;
99100000;49550000;True;3;1;;;;
99200000;49600000;True;2;1;;;;
99300000;49650000;True;3;1;;;;
99400000;49700000;True;2;1;;;;
99500000;49750000;True;3;1;;;;
99600000;49800000;True;2;1;;;;
99700000;49850000;True;2;1;;;;
99800000;49900000;True;2;1;;;;
99900000;49950000;True;4;1;;;;
100000000;50000000;True;2;1;;;;
100100000;50050000;True;2;1;;;;
100200000;50100000;True;3;1;;;;
100300000;50150000;True;2;1;;;;
100400000;50200000;True;2;1;;;;
100500000;50250000;True;2;1;;;;
100600000;50300000;True;4;1;;;;
100700000;50350000;True;3;1;;;;
100800000;50400000;True;3;1;;;;
100900000;50450000;True;1;1;;;;
101000000;50500000;True;0;1;;;;
101100000;50550000;True;2;1;;;;
101200000;50600000;True;4;1;;;;
101300000;50650000;True;2;1;;;;
101400000;50700000;True;2;1;;;;
101500000;50750000;True;3;1;;;;
101600000;50800000;True;1;1;;;;
101700000;50850000;True;2;1;;;;
101800000;50900000;True;4;1;;;;
101900000;50950000;True;4;1;;;;
102000000;51000000;True;3;1;;;;
102100000;51050000;True;4;1;;;;
102200000;51100000;True;2;1;;;;
102300000;51150000;True;2;1;;;;
102400000;51200000;True;2;1;;;;
102500000;51250000;True;1;1;;;;
102600000;51300000;True;2;1;;;;
102700000;51350000;True;2;1;;;;
102800000;51400000;True;2;1;;;;
102900000;51450000;True;2;1;;;;
103000000;51500000;True;1;1;;;;
103100000;51550000;True;0;1;;;;
103200000;51600000;True;1;1;;;;
103300000;51650000;True;2;1;;;;
103400000;51700000;True;3;1;;;;
103500000;51750000;True;1;1;;;;
103600000;51800000;True;2;1;;;;
103700000;51850000;True;2;1;;;;
103800000;51900000;True;2;1;;;;
103900000;51950000;True;2;1;;;;
104000000;52000000;True;4;1;;;;
104100000;52050000;True;4;1;;;;
104200000;52100000;True;2;1;;;;
104300000;52150000;True;2;1;;;;
104400000;52200000;True;2;1;;;;
104500000;52250000;True;2;1;;;;
104600000;52300000;True;3;1;;;;
104700000;52350000;True;2;1;;;;
104800000;52400000;True;2;1;;;;
104900000;52450000;True;2;1;;;;
105000000;52500000;True;1;1;;;;
105100000;52550000;True;1;1;;;;
105200000;52600000;True;3;1;;;;
105300000;52650000;True;2;1;;;;
105400000;52700000;True;2;1;;;;
105500000;52750000;True;1;1;;;;
105600000;52800000;True;4;1;;;;
105700000;52850000;True;2;1;;;;
105800000;52900000;True;4;1;;;;
105900000;52950000;True;3;1;;;;
106000000;53000000;True;3;1;;;;
106100000;53050000;True;0;1;;;;
106200000;53100000;True;3;1;;;;
106300000;53150000;True;1;1;;;;
106400000;53200000;True;3;1;;;;
106500000;53250000;True;3;1;;;;
106600000;53300000;True;1;1;;;;
106700000;53350000;True;2;1;;;;
106800000;53400000;True;3;1;;;;
106900000;53450000;True;3;1;;;;
107000000;53500000;True;2;1;;;;
107100000;53550000;True;3;1;;;;
107200000;53600000;True;0;1;;;;
107300000;53650000;True;1;1;;;;
107400000;53700000;True;3;1;;;;
107500000;53750000;True;4;1;;;;
107600000;53800000;True;1;1;;;;
107700000;53850000;True;3;1;;;;
107800000;53900000;True;2;1;;;;
107900000;53950000;True;2;1;;;;
108000000;54000000;True;4;1;;;;
108100000;54050000;True;2;1;;;;
108200000;54100000;True;2;1;;;;
108300000;54150000;True;4;1;;;;
108400000;54200000;True;2;1;;;;
108500000;54250000;True;3;1;;;;
108600000;54300000;True;3;1;;;;
108700000;54350000;True;2;1;;;;
108800000;54400000;True;1;1;;;;
108900000;54450000;True;3;1;;;;
109000000;54500000;True;3;1;;;;
109100000;54550000;True;1;1;;;;
109200000;54600000;True;3;1;;;;
109300000;54650000;True;2;1;;;;
109400000;54700000;True;1;1;;;;
109500000;54750000;True;1;1;;;;
109600000;54800000;True;3;1;;;;
109700000;54850000;True;3;1;;;;
109800000;54900000;True;2;1;;;;
109900000;54950000;True;4;1;;;;
110000000;55000000;True;2;1;;;;
110100000;55050000;True;2;1;;;;
110200000;55100000;True;3;1;;;;
110300000;55150000;True;1;1;;;;
110400000;55200000;True;3;1;;;;
110500000;55250000;True;2;1;;;;
110600000;55300000;True;2;1;;;;
110700000;55350000;True;2;1;;;;
110800000;55400000;True;2;1;;;;
110900000;55450000;True;2;1;;;;
111000000;55500000;True;2;1;;;;
111100000;55550000;True;2;1;;;;
111200000;55600000;True;2;1;;;;
