wielkosc tablicy;looking_Value;result;czas;liczba operacji;;;;
44700000;-7,83242E+17;22350000;262375;22350001;;;21800001;265949
44800000;3,20429E+18;22400000;275206;22400001;;;21850001;268378
44900000;-6,01432E+18;22450000;295493;22450001;;;21900001;275946
45000000;-8,58534E+18;22500000;265227;22500001;;;21950001;280918
45100000;-1,22768E+18;22550000;278795;22550001;;;22000001;304659
45200000;-4,15005E+18;22600000;275425;22600001;;;22050001;270273
45300000;-7,61538E+18;22650000;272956;22650001;;;22100001;260299
45400000;6,60145E+18;22700000;282273;22700001;;;22150001;300877
45500000;8,04477E+18;22750000;270896;22750001;;;22200001;278342
45600000;-4,52182E+18;22800000;269990;22800001;;;22250001;276772
45700000;-6,23104E+18;22850000;279897;22850001;;;22300001;260010
45800000;-6,09404E+18;22900000;270922;22900001;;;22350001;262375
45900000;-6,30418E+18;22950000;282447;22950001;;;22400001;275206
46000000;-2,15106E+18;23000000;275316;23000001;;;22450001;295493
46100000;8,8698E+18;23050000;287717;23050001;;;22500001;265227
46200000;-1,67931E+18;23100000;273940;23100001;;;22550001;278795
46300000;-2,00096E+18;23150000;274645;23150001;;;22600001;275425
46400000;1,41437E+18;23200000;298487;23200001;;;22650001;272956
46500000;-1,63041E+17;23250000;287595;23250001;;;22700001;282273
46600000;-6,59618E+18;23300000;299937;23300001;;;22750001;270896
46700000;-1,20815E+18;23350000;271734;23350001;;;22800001;269990
46800000;5,50935E+18;23400000;281796;23400001;;;22850001;279897
46900000;3,7591E+18;23450000;273851;23450001;;;22900001;270922
47000000;-7,6843E+18;23500000;282638;23500001;;;22950001;282447
47100000;-5,20419E+18;23550000;277544;23550001;;;23000001;275316
47200000;5,12523E+18;23600000;279740;23600001;;;23050001;287717
47300000;-8,47475E+17;23650000;293953;23650001;;;23100001;273940
47400000;6,10672E+18;23700000;279450;23700001;;;23150001;274645
47500000;-4,89148E+18;23750000;277564;23750001;;;23200001;298487
47600000;4,76275E+17;23800000;286097;23800001;;;23250001;287595
47700000;2,77652E+18;23850000;282852;23850001;;;23300001;299937
47800000;-4,77874E+18;23900000;280276;23900001;;;23350001;271734
47900000;3,72032E+17;23950000;281206;23950001;;;23400001;281796
48000000;-8,57493E+18;24000000;284157;24000001;;;23450001;273851
48100000;-1,49685E+17;24050000;287833;24050001;;;23500001;282638
48200000;6,3753E+18;24100000;284110;24100001;;;23550001;277544
48300000;4,87374E+18;24150000;292017;24150001;;;23600001;279740
48400000;-4,63167E+18;24200000;296604;24200001;;;23650001;293953
48500000;5,16835E+18;24250000;287245;24250001;;;23700001;279450
48600000;8,56849E+18;24300000;288507;24300001;;;23750001;277564
48700000;-7,66899E+18;24350000;283382;24350001;;;23800001;286097
48800000;-2,83009E+18;24400000;291983;24400001;;;23850001;282852
48900000;-7,62117E+18;24450000;289644;24450001;;;23900001;280276
49000000;5,70242E+18;24500000;289492;24500001;;;23950001;281206
49100000;6,61738E+18;24550000;285172;24550001;;;24000001;284157
49200000;-2,0183E+18;24600000;294814;24600001;;;24050001;287833
49300000;-4,32185E+18;24650000;292690;24650001;;;24100001;284110
49400000;2,39649E+18;24700000;296739;24700001;;;24150001;292017
49500000;1,3847E+18;24750000;296090;24750001;;;24200001;296604
49600000;-5,0118E+18;24800000;290722;24800001;;;24250001;287245
49700000;4,11258E+16;24850000;288854;24850001;;;24300001;288507
49800000;9,21449E+18;24900000;297819;24900001;;;24350001;283382
49900000;-6,16805E+18;24950000;295138;24950001;;;24400001;291983
50000000;-6,42428E+18;25000000;292633;25000001;;;24450001;289644
50100000;2,80916E+18;25050000;296571;25050001;;;24500001;289492
50200000;-3,73816E+18;25100000;304523;25100001;;;24550001;285172
50300000;8,03298E+18;25150000;306250;25150001;;;24600001;294814
50400000;-6,52342E+18;25200000;300157;25200001;;;24650001;292690
50500000;-3,51981E+18;25250000;299156;25250001;;;24700001;296739
50600000;8,21499E+18;25300000;296457;25300001;;;24750001;296090
50700000;-4,8361E+18;25350000;299755;25350001;;;24800001;290722
50800000;-8,33536E+18;25400000;298247;25400001;;;24850001;288854
50900000;8,41491E+18;25450000;295774;25450001;;;24900001;297819
51000000;-4,24485E+18;25500000;295910;25500001;;;24950001;295138
51100000;2,64065E+18;25550000;300869;25550001;;;25000001;292633
51200000;9,46147E+17;25600000;297450;25600001;;;25050001;296571
51300000;-4,25887E+18;25650000;303740;25650001;;;25100001;304523
51400000;-8,65663E+18;7408702;89128;7408703;;;25150001;306250
51500000;-9,76403E+17;25750000;344939;25750001;;;25200001;300157
51600000;-3,38764E+18;25800000;307603;25800001;;;25250001;299156
51700000;-1,23356E+18;25850000;305530;25850001;;;25300001;296457
51800000;-8,43206E+18;25900000;310754;25900001;;;25350001;299755
51900000;-7,07283E+18;25950000;312118;25950001;;;25400001;298247
52000000;1,73233E+18;26000000;310878;26000001;;;25450001;295774
52100000;-3,54399E+18;26050000;306783;26050001;;;25500001;295910
52200000;-7,21585E+17;26100000;308594;26100001;;;25550001;300869
52300000;-5,28374E+18;26150000;305354;26150001;;;25600001;297450
52400000;1,00364E+18;26200000;305524;26200001;;;25650001;303740
52500000;-7,00691E+17;26250000;312084;26250001;;;25750001;344939
52600000;6,44238E+18;26300000;315596;26300001;;;25800001;307603
52700000;-4,59728E+18;26350000;308850;26350001;;;25850001;305530
52800000;-3,28471E+17;26400000;306191;26400001;;;25900001;310754
52900000;2,61264E+18;26450000;309750;26450001;;;25950001;312118
53000000;8,58448E+18;26500000;313278;26500001;;;26000001;310878
53100000;-2,15741E+18;26550000;315439;26550001;;;26050001;306783
53200000;-2,96383E+18;26600000;311988;26600001;;;26100001;308594
53300000;-9,09889E+18;26650000;344218;26650001;;;26150001;305354
53400000;-8,0416E+18;26700000;375668;26700001;;;26200001;305524
53500000;-4,32782E+18;26750000;327742;26750001;;;26250001;312084
53600000;-6,53928E+18;26800000;326500;26800001;;;26300001;315596
53700000;4,67806E+18;26850000;359567;26850001;;;26350001;308850
53800000;7,21544E+18;26900000;332331;26900001;;;26400001;306191
53900000;-1,44127E+18;26950000;322579;26950001;;;26450001;309750
54000000;5,75839E+18;27000000;329641;27000001;;;26500001;313278
54100000;-5,37529E+18;27050000;327867;27050001;;;26550001;315439
54200000;-5,77921E+17;27100000;319880;27100001;;;26600001;311988
54300000;5,43991E+17;27150000;323042;27150001;;;26650001;344218
54400000;-1,132E+18;27200000;320300;27200001;;;26700001;375668
54500000;-5,82717E+18;27250000;322850;27250001;;;26750001;327742
54600000;-2,3487E+18;27300000;325160;27300001;;;26800001;326500
54700000;7,40579E+18;27350000;325730;27350001;;;26850001;359567
54800000;3,15187E+18;27400000;327193;27400001;;;26900001;332331
54900000;-4,67304E+18;27450000;319069;27450001;;;26950001;322579
55000000;3,8265E+17;27500000;326033;27500001;;;27000001;329641
55100000;6,51306E+18;27550000;327314;27550001;;;27050001;327867
55200000;1,49106E+17;27600000;325132;27600001;;;27100001;319880
55300000;8,66366E+18;27650000;326508;27650001;;;27150001;323042
55400000;6,31663E+18;27700000;333981;27700001;;;27200001;320300
55500000;7,388E+18;27750000;354101;27750001;;;27250001;322850
55600000;6,8347E+18;27800000;333270;27800001;;;27300001;325160
55700000;-4,50078E+18;27850000;330313;27850001;;;27350001;325730
55800000;-2,29616E+18;27900000;331155;27900001;;;27400001;327193
55900000;-7,86304E+18;27950000;332738;27950001;;;27450001;319069
56000000;5,40372E+18;28000000;331997;28000001;;;27500001;326033
56100000;6,29001E+18;28050000;332409;28050001;;;27550001;327314
56200000;-8,26064E+18;28100000;348327;28100001;;;27600001;325132
56300000;-4,51358E+18;28150000;341313;28150001;;;27650001;326508
56400000;6,93609E+18;28200000;342499;28200001;;;27700001;333981
56500000;7,09977E+18;28250000;343680;28250001;;;27750001;354101
56600000;6,48035E+18;28300000;341119;28300001;;;27800001;333270
56700000;-6,03915E+18;28350000;348849;28350001;;;27850001;330313
56800000;-3,08934E+18;28400000;344314;28400001;;;27900001;331155
56900000;-6,03129E+17;28450000;353629;28450001;;;27950001;332738
57000000;9,14206E+18;28500000;351762;28500001;;;28000001;331997
57100000;-6,17046E+18;28550000;346838;28550001;;;28050001;332409
57200000;4,9224E+18;28600000;341916;28600001;;;28100001;348327
57300000;9,20752E+17;28650000;343872;28650001;;;28150001;341313
57400000;6,86197E+18;28700000;342452;28700001;;;28200001;342499
57500000;3,64654E+18;28750000;349467;28750001;;;28250001;343680
57600000;7,17789E+18;28800000;351152;28800001;;;28300001;341119
57700000;-7,25516E+18;28850000;360808;28850001;;;28350001;348849
57800000;6,13459E+18;28900000;357619;28900001;;;28400001;344314
57900000;-5,39814E+18;28950000;364297;28950001;;;28450001;353629
58000000;-7,70626E+18;29000000;353875;29000001;;;28500001;351762
58100000;8,97479E+18;29050000;356511;29050001;;;28550001;346838
58200000;-7,59285E+18;29100000;356710;29100001;;;28600001;341916
58300000;5,95102E+18;29150000;346224;29150001;;;28650001;343872
58400000;7,2214E+18;29200000;360482;29200001;;;28700001;342452
58500000;-6,47509E+18;29250000;359517;29250001;;;28750001;349467
58600000;4,96576E+18;29300000;353774;29300001;;;28800001;351152
58700000;6,63627E+18;29350000;346373;29350001;;;28850001;360808
58800000;-6,87399E+18;29400000;349009;29400001;;;28900001;357619
58900000;-5,32327E+18;29450000;345367;29450001;;;28950001;364297
59000000;8,1336E+18;29500000;345436;29500001;;;29000001;353875
59100000;4,40527E+18;29550000;346799;29550001;;;29050001;356511
59200000;1,58779E+18;29600000;348502;29600001;;;29100001;356710
59300000;3,6959E+18;29650000;353091;29650001;;;29150001;346224
59400000;5,02801E+18;29700000;364096;29700001;;;29200001;360482
59500000;2,46131E+18;29750000;364330;29750001;;;29250001;359517
59600000;-6,45381E+18;29800000;357254;29800001;;;29300001;353774
59700000;-4,12158E+18;29850000;355616;29850001;;;29350001;346373
59800000;-3,63482E+18;29900000;368730;29900001;;;29400001;349009
59900000;9,21177E+18;29950000;375276;29950001;;;29450001;345367
60000000;-2,64305E+18;30000000;381139;30000001;;;29498048;350797
60100000;-1,19843E+18;30050000;436980;30050001;;;29500001;345436
60200000;1,9168E+18;30100000;359975;30100001;;;29550001;346799
60300000;3,26384E+18;30150000;352914;30150001;;;29600001;348502
60400000;1,35988E+18;30200000;359510;30200001;;;29650001;353091
60500000;-2,08897E+18;30250000;358176;30250001;;;29700001;364096
60600000;2,34212E+18;30300000;361523;30300001;;;29750001;364330
60700000;-7,02689E+18;30350000;356153;30350001;;;29800001;357254
60800000;4,83708E+18;30400000;360352;30400001;;;29850001;355616
60900000;-6,5498E+18;30450000;364186;30450001;;;29900001;368730
61000000;8,22341E+18;30500000;355504;30500001;;;29950001;375276
61100000;-8,09063E+18;30550000;362774;30550001;;;30000001;381139
61200000;6,08495E+18;30600000;373080;30600001;;;30050001;436980
61300000;4,22225E+18;30650000;361504;30650001;;;30100001;359975
61400000;-1,95593E+17;30700000;360741;30700001;;;30130256;358147
61500000;8,51309E+18;30750000;380026;30750001;;;30150001;352914
61600000;4,53135E+18;30800000;378725;30800001;;;30200001;359510
61700000;-5,22833E+18;30850000;364896;30850001;;;30250001;358176
61800000;-6,28228E+18;30900000;364046;30900001;;;30300001;361523
61900000;-2,38633E+18;30950000;365907;30950001;;;30350001;356153
62000000;3,22092E+17;31000000;368531;31000001;;;30400001;360352
62100000;-4,57413E+18;31050000;374298;31050001;;;30450001;364186
62200000;7,05359E+18;31100000;373918;31100001;;;30500001;355504
62300000;5,66257E+18;31150000;368956;31150001;;;30550001;362774
62400000;6,48252E+17;31200000;369623;31200001;;;30600001;373080
62500000;-1,89282E+16;31250000;377078;31250001;;;30650001;361504
62600000;1,41561E+18;31300000;374143;31300001;;;30700001;360741
62700000;-4,77168E+17;31350000;375044;31350001;;;30750001;380026
62800000;-6,82526E+18;31400000;376954;31400001;;;30800001;378725
62900000;4,79055E+18;31450000;383221;31450001;;;30850001;364896
63000000;9,03194E+18;31500000;387553;31500001;;;30900001;364046
63100000;8,25242E+18;31550000;389025;31550001;;;30950001;365907
63200000;8,20698E+18;31600000;374939;31600001;;;31000001;368531
63300000;-3,6958E+18;31650000;376127;31650001;;;31050001;374298
63400000;3,40408E+18;31700000;381979;31700001;;;31100001;373918
63500000;-2,27813E+18;31750000;381947;31750001;;;31150001;368956
63600000;1,08268E+18;31800000;383521;31800001;;;31200001;369623
63700000;5,06027E+17;31850000;380295;31850001;;;31250001;377078
63800000;3,44307E+18;31900000;384214;31900001;;;31300001;374143
63900000;-2,4252E+18;31950000;374871;31950001;;;31350001;375044
64000000;-7,64131E+18;32000000;388975;32000001;;;31400001;376954
64100000;7,92663E+18;32050000;378126;32050001;;;31450001;383221
64200000;-9,67795E+17;32100000;386397;32100001;;;31500001;387553
64300000;3,50882E+18;32150000;383283;32150001;;;31550001;389025
64400000;-2,97862E+18;32200000;389718;32200001;;;31600001;374939
64500000;-5,66314E+18;32250000;395116;32250001;;;31650001;376127
64600000;2,039E+18;32300000;390911;32300001;;;31700001;381979
64700000;-8,8625E+18;32350000;378393;32350001;;;31750001;381947
64800000;-6,43401E+18;32400000;390844;32400001;;;31800001;383521
64900000;-7,53266E+18;32450000;380262;32450001;;;31850001;380295
65000000;-8,17082E+18;32500000;381097;32500001;;;31900001;384214
65100000;2,07916E+17;32550000;384878;32550001;;;31950001;374871
65200000;-4,11259E+17;32600000;383752;32600001;;;32000001;388975
65300000;-7,29561E+18;32650000;396161;32650001;;;32050001;378126
65400000;-8,00718E+18;32700000;391573;32700001;;;32100001;386397
65500000;-7,56789E+18;32750000;389598;32750001;;;32150001;383283
65600000;-4,28849E+17;32800000;392768;32800001;;;32200001;389718
65700000;-2,69063E+18;32850000;395939;32850001;;;32250001;395116
65800000;9,5205E+17;32900000;405693;32900001;;;32300001;390911
65900000;-5,43357E+18;32950000;405476;32950001;;;32350001;378393
66000000;1,20166E+18;33000000;395049;33000001;;;32400001;390844
66100000;1,37382E+18;33050000;388087;33050001;;;32450001;380262
66200000;-9,03645E+18;33100000;393290;33100001;;;32500001;381097
66300000;-9,00761E+18;33150000;392939;33150001;;;32550001;384878
66400000;7,63133E+18;33200000;391088;33200001;;;32600001;383752
66500000;-4,98489E+18;33250000;385479;33250001;;;32650001;396161
66600000;1,7822E+17;33300000;414496;33300001;;;32700001;391573
66700000;8,74338E+18;33350000;397129;33350001;;;32750001;389598
66800000;5,35826E+18;33400000;396848;33400001;;;32800001;392768
66900000;-9,44935E+17;33450000;396057;33450001;;;32850001;395939
67000000;-7,87659E+18;33500000;401702;33500001;;;32900001;405693
67100000;-2,23519E+18;33550000;425536;33550001;;;32950001;405476
67200000;7,56148E+18;33600000;417700;33600001;;;33000001;395049
67300000;-4,15115E+18;33650000;412978;33650001;;;33050001;388087
67400000;-9,16046E+18;33700000;396979;33700001;;;33100001;393290
67500000;7,72448E+18;33750000;397538;33750001;;;33150001;392939
67600000;-1,18106E+18;33800000;403640;33800001;;;33200001;391088
67700000;-4,56978E+18;3249598;39690;3249599;;;33250001;385479
67800000;8,48775E+18;33900000;407785;33900001;;;33300001;414496
67900000;7,18173E+18;33950000;405356;33950001;;;33350001;397129
68000000;-1,1497E+18;34000000;405482;34000001;;;33400001;396848
68100000;5,5883E+18;34050000;400250;34050001;;;33450001;396057
68200000;8,04505E+18;34100000;399252;34100001;;;33500001;401702
68300000;8,91577E+18;34150000;412088;34150001;;;33550001;425536
68400000;-7,04877E+18;34200000;414003;34200001;;;33600001;417700
68500000;-2,76082E+17;34250000;420056;34250001;;;33650001;412978
68600000;-9,81141E+16;34300000;421143;34300001;;;33700001;396979
68700000;3,63821E+18;34350000;410666;34350001;;;33750001;397538
68800000;-1,19239E+18;34400000;407486;34400001;;;33800001;403640
68900000;9,0471E+18;34450000;413593;34450001;;;33900001;407785
69000000;1,40497E+18;34500000;404501;34500001;;;33950001;405356
69100000;-8,98132E+17;34550000;409211;34550001;;;34000001;405482
69200000;-6,25212E+18;34600000;407701;34600001;;;34050001;400250
69300000;1,13057E+18;34650000;407528;34650001;;;34100001;399252
69400000;-9,10977E+18;34700000;414039;34700001;;;34150001;412088
69500000;-8,1947E+18;34750000;412217;34750001;;;34200001;414003
69600000;-6,09736E+18;34800000;415040;34800001;;;34250001;420056
69700000;5,67773E+18;34850000;411529;34850001;;;34300001;421143
69800000;1,5077E+18;34900000;435110;34900001;;;34350001;410666
69900000;4,11394E+18;34950000;424118;34950001;;;34377387;412335
70000000;3,66767E+18;35000000;414293;35000001;;;34400001;407486
70100000;3,99266E+18;35050000;421383;35050001;;;34450001;413593
70200000;-4,75236E+18;35100000;414839;35100001;;;34500001;404501
70300000;6,74857E+18;35150000;420775;35150001;;;34550001;409211
70400000;-1,98396E+18;35200000;416993;35200001;;;34600001;407701
70500000;7,42919E+18;35250000;413530;35250001;;;34650001;407528
70600000;-7,44082E+17;35300000;414693;35300001;;;34700001;414039
70700000;-3,60182E+18;35350000;419778;35350001;;;34750001;412217
70800000;2,25718E+18;35400000;417767;35400001;;;34800001;415040
70900000;2,65874E+18;35450000;414421;35450001;;;34850001;411529
71000000;-2,60702E+18;35500000;418658;35500001;;;34900001;435110
71100000;-6,8974E+17;35550000;437375;35550001;;;34950001;424118
71200000;-3,82641E+18;35600000;428828;35600001;;;35000001;414293
71300000;-4,95079E+18;35650000;437776;35650001;;;35050001;421383
71400000;1,5341E+18;35700000;419577;35700001;;;35100001;414839
71500000;-5,5319E+18;35750000;425600;35750001;;;35150001;420775
71600000;-5,08008E+18;35800000;419515;35800001;;;35200001;416993
71700000;4,97315E+18;35850000;421169;35850001;;;35250001;413530
71800000;-5,19858E+18;35900000;424668;35900001;;;35300001;414693
71900000;5,28495E+18;35950000;431832;35950001;;;35350001;419778
72000000;6,17731E+18;36000000;431378;36000001;;;35400001;417767
72100000;2,58147E+18;36050000;439908;36050001;;;35450001;414421
72200000;3,08432E+18;36100000;429473;36100001;;;35500001;418658
72300000;7,13507E+18;36150000;433610;36150001;;;35550001;437375
72400000;2,02084E+18;36200000;448216;36200001;;;35600001;428828
72500000;-5,19949E+18;36250000;446152;36250001;;;35650001;437776
72600000;2,22938E+18;36300000;427108;36300001;;;35700001;419577
72700000;3,48215E+18;36350000;430276;36350001;;;35750001;425600
72800000;8,00276E+18;36400000;436562;36400001;;;35800001;419515
72900000;1,43812E+18;36450000;438988;36450001;;;35850001;421169
73000000;-5,26633E+18;36500000;436274;36500001;;;35900001;424668
73100000;-1,57297E+18;36550000;439950;36550001;;;35950001;431832
73200000;1,7549E+17;36600000;444394;36600001;;;36000001;431378
73300000;4,01984E+18;36650000;436642;36650001;;;36050001;439908
73400000;2,57881E+18;36700000;438036;36700001;;;36100001;429473
73500000;1,78603E+18;273871;3181;273872;;;36150001;433610
73600000;6,88469E+18;36800000;440612;36800001;;;36200001;448216
73700000;-4,87479E+18;36850000;455097;36850001;;;36250001;446152
73800000;5,3609E+18;36900000;439059;36900001;;;36300001;427108
73900000;2,32579E+18;36950000;436485;36950001;;;36350001;430276
74000000;9,01102E+18;37000000;441482;37000001;;;36400001;436562
74100000;-6,59736E+18;37050000;444574;37050001;;;36450001;438988
74200000;5,21332E+18;37100000;434964;37100001;;;36500001;436274
74300000;-4,3401E+17;37150000;444016;37150001;;;36550001;439950
74400000;4,64887E+18;37200000;439819;37200001;;;36600001;444394
74500000;4,13516E+17;37250000;440262;37250001;;;36650001;436642
74600000;-4,43234E+18;37300000;449436;37300001;;;36700001;438036
74700000;-5,52212E+18;37350000;446252;37350001;;;36800001;440612
74800000;-8,32976E+18;37400000;438499;37400001;;;36850001;455097
74900000;-5,89805E+18;37450000;455892;37450001;;;36900001;439059
75000000;3,79092E+17;37500000;464079;37500001;;;36950001;436485
75100000;6,41852E+18;37550000;443508;37550001;;;37000001;441482
75200000;-2,30238E+18;37600000;448627;37600001;;;37050001;444574
75300000;-5,88721E+18;37650000;452637;37650001;;;37100001;434964
75400000;3,14353E+18;37700000;450939;37700001;;;37150001;444016
75500000;3,77356E+18;37750000;449795;37750001;;;37200001;439819
75600000;8,02037E+17;37800000;446800;37800001;;;37250001;440262
75700000;4,36579E+18;37850000;452996;37850001;;;37300001;449436
75800000;3,9641E+18;34377386;412335;34377387;;;37350001;446252
75900000;2,24218E+18;37950000;445207;37950001;;;37400001;438499
76000000;8,87777E+18;38000000;450789;38000001;;;37450001;455892
76100000;5,29606E+18;38050000;465969;38050001;;;37500001;464079
76200000;2,27028E+18;38100000;467376;38100001;;;37550001;443508
76300000;2,37418E+18;37812920;450403;37812921;;;37577031;442247
76400000;8,09093E+17;38200000;464598;38200001;;;37600001;448627
76500000;-8,94392E+17;38250000;446458;38250001;;;37650001;452637
76600000;3,03268E+18;38300000;452841;38300001;;;37700001;450939
76700000;7,28254E+18;38350000;457095;38350001;;;37750001;449795
76800000;-3,83422E+18;38400000;456097;38400001;;;37800001;446800
76900000;-5,26219E+18;38450000;457151;38450001;;;37812921;450403
77000000;-7,13909E+18;38500000;455186;38500001;;;37850001;452996
77100000;-2,02387E+18;38550000;456276;38550001;;;37950001;445207
77200000;-1,74323E+18;38600000;470902;38600001;;;38000001;450789
77300000;-4,19645E+18;38650000;471491;38650001;;;38050001;465969
77400000;-3,52275E+18;38700000;476963;38700001;;;38100001;467376
77500000;-6,37685E+18;38750000;461395;38750001;;;38200001;464598
77600000;-2,67036E+18;38800000;462492;38800001;;;38250001;446458
77700000;-8,51386E+18;38850000;463931;38850001;;;38300001;452841
77800000;-7,52034E+18;38900000;463244;38900001;;;38350001;457095
77900000;-2,33701E+18;38950000;462911;38950001;;;38400001;456097
78000000;-3,09556E+18;39000000;454523;39000001;;;38450001;457151
78100000;5,65545E+18;39050000;462266;39050001;;;38500001;455186
78200000;2,09861E+18;30130255;358147;30130256;;;38550001;456276
78300000;5,12769E+18;39150000;477412;39150001;;;38600001;470902
78400000;-7,53535E+18;39200000;464719;39200001;;;38650001;471491
78500000;-8,88695E+18;39250000;488024;39250001;;;38700001;476963
78600000;-6,20931E+18;39300000;468006;39300001;;;38750001;461395
78700000;-2,01508E+18;39350000;465551;39350001;;;38800001;462492
78800000;6,40047E+18;39400000;475177;39400001;;;38850001;463931
78900000;8,56761E+18;39450000;468636;39450001;;;38900001;463244
79000000;-5,84593E+18;39500000;470841;39500001;;;38950001;462911
79100000;-1,26587E+18;39550000;466067;39550001;;;39000001;454523
79200000;-6,22247E+18;39600000;472500;39600001;;;39050001;462266
79300000;4,77516E+18;39650000;477427;39650001;;;39150001;477412
79400000;-2,84831E+18;39700000;480936;39700001;;;39200001;464719
79500000;-1,23804E+18;39750000;474371;39750001;;;39250001;488024
79600000;-1,77321E+18;39800000;492940;39800001;;;39300001;468006
79700000;-2,93312E+18;39850000;491143;39850001;;;39350001;465551
79800000;-7,19405E+18;39900000;478067;39900001;;;39400001;475177
79900000;-6,33332E+18;39950000;475826;39950001;;;39450001;468636
80000000;-8,28716E+17;40000000;476524;40000001;;;39500001;470841
80100000;-6,6217E+18;40050000;473396;40050001;;;39550001;466067
80200000;-7,76529E+18;40100000;471104;40100001;;;39600001;472500
80300000;8,10566E+18;40150000;474393;40150001;;;39650001;477427
80400000;8,1693E+18;40200000;470721;40200001;;;39700001;480936
80500000;1,51895E+18;40250000;485673;40250001;;;39750001;474371
80600000;-5,67292E+18;40300000;486146;40300001;;;39800001;492940
80700000;-1,59358E+18;40350000;467076;40350001;;;39850001;491143
80800000;-3,16721E+18;40400000;498423;40400001;;;39900001;478067
80900000;8,82307E+18;40450000;483054;40450001;;;39950001;475826
81000000;3,31924E+18;40500000;480798;40500001;;;40000001;476524
81100000;-9,94978E+17;40550000;478437;40550001;;;40050001;473396
81200000;8,76797E+18;40600000;483412;40600001;;;40100001;471104
81300000;1,13734E+18;40650000;488094;40650001;;;40150001;474393
81400000;-8,87967E+17;40700000;488153;40700001;;;40200001;470721
81500000;-7,1172E+17;40750000;474723;40750001;;;40250001;485673
81600000;7,55843E+17;40800000;492047;40800001;;;40300001;486146
81700000;1,39263E+18;40850000;483919;40850001;;;40350001;467076
81800000;-2,46594E+18;40900000;480392;40900001;;;40400001;498423
81900000;-1,21073E+17;40950000;508101;40950001;;;40428724;473795
82000000;-2,25373E+18;41000000;496950;41000001;;;40450001;483054
82100000;-5,11574E+18;41050000;485047;41050001;;;40500001;480798
82200000;5,07124E+18;41100000;486359;41100001;;;40550001;478437
82300000;6,23467E+18;41150000;485678;41150001;;;40600001;483412
82400000;-2,22774E+18;41200000;484406;41200001;;;40650001;488094
82500000;-7,49853E+18;41250000;492234;41250001;;;40700001;488153
82600000;-1,96202E+18;41300000;488166;41300001;;;40750001;474723
82700000;5,7781E+17;41350000;496143;41350001;;;40800001;492047
82800000;-5,37466E+18;41400000;489161;41400001;;;40850001;483919
82900000;-1,39325E+18;41450000;492912;41450001;;;40900001;480392
83000000;7,6908E+18;41500000;512110;41500001;;;40950001;508101
83100000;8,50034E+18;41550000;508474;41550001;;;41000001;496950
83200000;-3,15124E+18;41600000;495184;41600001;;;41050001;485047
83300000;-5,34534E+18;41650000;495966;41650001;;;41100001;486359
83400000;2,85713E+18;41700000;491706;41700001;;;41150001;485678
83500000;8,59083E+18;41750000;496481;41750001;;;41200001;484406
83600000;1,64947E+18;41800000;498926;41800001;;;41250001;492234
83700000;-6,88525E+18;41850000;492229;41850001;;;41300001;488166
83800000;-6,41671E+18;41900000;490203;41900001;;;41350001;496143
83900000;-3,67454E+18;41950000;511523;41950001;;;41400001;489161
84000000;2,10514E+18;42000000;498187;42000001;;;41450001;492912
84100000;8,02504E+18;42050000;518949;42050001;;;41500001;512110
84200000;5,38834E+18;42100000;522429;42100001;;;41519890;497670
84300000;7,55316E+18;42150000;503115;42150001;;;41550001;508474
84400000;-8,85348E+18;42200000;500549;42200001;;;41600001;495184
84500000;1,20387E+18;42250000;536848;42250001;;;41650001;495966
84600000;-3,72849E+18;42300000;506817;42300001;;;41700001;491706
84700000;3,03636E+17;42350000;502888;42350001;;;41750001;496481
84800000;-6,18679E+18;42400000;501406;42400001;;;41800001;498926
84900000;-4,32448E+18;42450000;501931;42450001;;;41850001;492229
85000000;-2,06525E+18;42500000;509651;42500001;;;41900001;490203
85100000;-6,27683E+18;42550000;502252;42550001;;;41950001;511523
85200000;7,22377E+18;42600000;523284;42600001;;;42000001;498187
85300000;-4,90913E+18;42650000;507860;42650001;;;42050001;518949
85400000;2,36686E+18;42700000;508152;42700001;;;42100001;522429
85500000;-4,15293E+18;42750000;510197;42750001;;;42150001;503115
85600000;-7,10892E+18;42800000;501328;42800001;;;42200001;500549
85700000;-2,10401E+18;42850000;515199;42850001;;;42250001;536848
85800000;-8,21317E+16;42900000;533268;42900001;;;42300001;506817
85900000;7,43196E+18;42950000;509556;42950001;;;42350001;502888
86000000;-2,95231E+18;43000000;504103;43000001;;;42400001;501406
86100000;8,75341E+18;43050000;499716;43050001;;;42450001;501931
86200000;-4,62096E+18;43100000;525898;43100001;;;42500001;509651
86300000;8,25544E+18;43150000;526181;43150001;;;42550001;502252
86400000;-3,33572E+18;43200000;513516;43200001;;;42600001;523284
86500000;1,07572E+18;43250000;517368;43250001;;;42650001;507860
86600000;-5,02813E+18;43300000;517883;43300001;;;42700001;508152
86700000;6,1469E+18;43350000;517815;43350001;;;42750001;510197
86800000;5,679E+18;43400000;521861;43400001;;;42800001;501328
86900000;-6,552E+18;43450000;511142;43450001;;;42850001;515199
87000000;-9,14517E+18;43500000;524709;43500001;;;42900001;533268
87100000;6,14264E+18;43550000;513745;43550001;;;42950001;509556
87200000;-4,2131E+18;43600000;521632;43600001;;;43000001;504103
87300000;-9,10292E+18;43650000;535559;43650001;;;43050001;499716
87400000;7,78012E+18;43700000;526815;43700001;;;43100001;525898
87500000;-6,33321E+18;43750000;532547;43750001;;;43150001;526181
