
2000000;595196666941087744;1000000;12788;1000001
2100000;-551833225401533440;1050000;12897;1050001
2200000;-8127961088724083712;1100000;12562;1100001
2300000;873615448132773888;1150000;13375;1150001
2400000;-1874859908269715456;1200000;14036;1200001
2500000;-5626294791150581760;1250000;14394;1250001
2600000;-8350357871258819584;1300000;16577;1300001
2700000;4020092556318898176;1350000;15997;1350001
2800000;-4941665665135716352;1400000;16794;1400001
2900000;3156039711141199872;1450000;17679;1450001
3000000;2305580677979840512;1500000;19714;1500001
3100000;-3180270035440839680;1550000;18195;1550001
3200000;2705007482733082624;1600000;18974;1600001
3300000;5169898182947002368;1650000;22339;1650001
3400000;5610152105021442048;1700000;20557;1700001
3500000;-7803677133441103872;1750000;22436;1750001
3600000;8573152058527705088;1800000;20710;1800001
3700000;3119454604171218944;1850000;21200;1850001
3800000;-3504621395940594688;1900000;22442;1900001
3900000;6555461479459674112;1950000;23754;1950001
4000000;2738135527575232512;2000000;24271;2000001
4100000;4494967608487094272;2050000;25809;2050001
4200000;-5009658038299901952;2100000;25787;2100001
4300000;-8176506743316124672;2150000;25968;2150001
4400000;6459988170356094976;2200000;29225;2200001
4500000;6753478782070446080;2250000;28310;2250001
4600000;3183518173179428864;2300000;27841;2300001
4700000;4344427965310109696;2350000;27221;2350001
4800000;-8635619402939614208;2400000;27559;2400001
4900000;-9205758169807247360;2450000;31149;2450001
5000000;5135553373869330432;2500000;28878;2500001
5100000;7797964629366267904;2550000;30136;2550001
5200000;-3759253488594787328;2600000;31743;2600001
5300000;4582386032840790016;2650000;32977;2650001
5400000;254035285473298432;2700000;31688;2700001
5500000;-3526574562938572800;2750000;32993;2750001
5600000;-3930850591929688064;2800000;33300;2800001
5700000;1168805698666029056;2850000;38703;2850001
5800000;-5616040384927916032;2900000;34782;2900001
5900000;-5070703946104669184;2950000;35783;2950001
6000000;2438611388750323712;3000000;43159;3000001
6100000;2521610412013461504;3050000;36110;3050001
6200000;-3258020780464513024;3100000;36130;3100001
6300000;-3562136144841703424;3150000;36596;3150001
6400000;-1653832198100824064;3200000;37717;3200001
6500000;-6060570823120842752;3250000;38119;3250001
6600000;6670549852673611776;3300000;38500;3300001
6700000;-8048176496296180736;3350000;40675;3350001
6800000;8347826237144752128;3400000;42488;3400001
6900000;-6618173551108224000;3450000;41488;3450001
7000000;8951833518396577792;3500000;44271;3500001
7100000;4101209980178585600;3550000;41410;3550001
7200000;-8077867287399674880;3600000;43908;3600001
7300000;-2433078998424096768;3650000;43895;3650001
7400000;-1616832094210639872;3700000;44861;3700001
7500000;4923606994094938112;3750000;45112;3750001
7600000;610078599779639296;3800000;44544;3800001
7700000;-3756372089523838976;3850000;47531;3850001
7800000;-8125988418834046976;3900000;48981;3900001
7900000;-9034775736422232064;3950000;46185;3950001
8000000;-7855313128673205248;4000000;49708;4000001
8100000;2218950740902582272;4050000;47639;4050001
8200000;3635493181269194752;4100000;47511;4100001
8300000;6757770364934215680;4150000;50217;4150001
8400000;-7032091652834329600;4200000;49137;4200001
8500000;4166845773505837056;4250000;52257;4250001
8600000;6688339512732647424;4300000;50794;4300001
8700000;-5046232175923404800;4350000;51702;4350001
8800000;-5850910946496952320;4400000;50344;4400001
8900000;2904231748464005120;4450000;51284;4450001
9000000;5009088336657627136;4500000;52833;4500001
9100000;5617537636297801728;4550000;54516;4550001
9200000;6638612441485946880;4600000;56216;4600001
9300000;4551386651100942336;4650000;54680;4650001
9400000;6331895821574787072;4700000;54386;4700001
9500000;-1198056925636375552;4750000;55821;4750001
9600000;6232690770004799488;4800000;56555;4800001
9700000;6373999746774335488;4850000;65352;4850001
9800000;-2446851051583302656;4900000;65647;4900001
9900000;1634466482611918848;4950000;59783;4950001
10000000;8546227329443338240;5000000;58781;5000001
10100000;-34555206640699392;5050000;60441;5050001
10200000;2401405315408396288;5100000;66384;5100001
10300000;3380847937425137664;5150000;62170;5150001
10400000;4786114490906664960;5200000;60263;5200001
10500000;-3823447933846502400;5250000;61300;5250001
10600000;7021952592253417472;5300000;64724;5300001
10700000;8204998448269494272;5350000;63991;5350001
10800000;6425841410810468352;5400000;63936;5400001
10900000;1610197185779015680;5450000;64266;5450001
11000000;9166876268945117184;5500000;63942;5500001
11100000;8136967660917792768;5550000;66227;5550001
11200000;6907677264938926080;5600000;68052;5600001
11300000;-5216131581764622336;5650000;68027;5650001
11400000;734291880126281728;5700000;67732;5700001
11500000;1391682048659324928;5750000;66035;5750001
11600000;4714576776856803328;5800000;73525;5800001
11700000;8682690054092371968;5850000;69235;5850001
11800000;589703944932825088;5900000;70775;5900001
11900000;5819416260538363904;5950000;70770;5950001
12000000;-3684234385722314752;6000000;70852;6000001
12100000;-8447702497614137344;6050000;69326;6050001
12200000;-8808168142178733056;6100000;80651;6100001
12300000;-7763984102234942464;6150000;72616;6150001
12400000;133132170782963712;6200000;71311;6200001
12500000;331434882560622592;6250000;75278;6250001
12600000;-1690810432017526784;6300000;75348;6300001
12700000;-6282968155411393536;6350000;74187;6350001
12800000;-4523261667635344384;6400000;73949;6400001
12900000;4708875774704390144;6450000;76736;6450001
13000000;6130974055918678016;6500000;77721;6500001
13100000;-1210065594072041472;6550000;77550;6550001
13200000;2425864905062404096;6600000;76716;6600001
13300000;5226600263905785856;6650000;80370;6650001
13400000;2851890511011637248;6700000;78319;6700001
13500000;-4115105049791140864;6750000;83775;6750001
13600000;-4149504843040161792;6800000;84575;6800001
13700000;-2929433147689852928;6850000;81378;6850001
13800000;-1201915936573759488;6900000;82441;6900001
13900000;-3203079550198562816;6950000;80871;6950001
14000000;6257073393844826112;7000000;82826;7000001
14100000;-6524914692783755264;7050000;83776;7050001
14200000;-5371469390608242688;7100000;84334;7100001
14300000;-4576990755050584064;7150000;84635;7150001
14400000;5712810069780854784;7200000;85089;7200001
14500000;7066721450172092416;7250000;85205;7250001
14600000;1966982627484778496;7300000;86702;7300001
14700000;4079371325598707712;7350000;86987;7350001
14800000;-2267116153449796608;7400000;88531;7400001
14900000;-5644896930173380608;7450000;88575;7450001
15000000;2157501707467225088;7500000;88347;7500001
15100000;3994473368444104704;7550000;88524;7550001
15200000;-3900147949480458240;7600000;93629;7600001
15300000;7599096055647096832;7650000;89710;7650001
15400000;8134823312594921472;7700000;88557;7700001
15500000;2116896854703699968;7750000;90822;7750001
15600000;-5395350619965900800;7800000;91069;7800001
15700000;-7188219804380258304;7850000;93520;7850001
15800000;2237242860595875840;7900000;91765;7900001
15900000;-8519406796265621504;7950000;93696;7950001
16000000;-5822362187197997056;8000000;122567;8000001
16100000;6602972253091328000;8050000;93263;8050001
16200000;4240733839690053632;8100000;94894;8100001
16300000;8503736582309064704;8150000;94627;8150001
16400000;-1819584495188241408;8200000;95836;8200001
16500000;-7987725484411859968;8250000;96953;8250001
16600000;163401047304898560;8300000;98176;8300001
16700000;802336239574642688;8350000;98249;8350001
16800000;-2896083310736435200;8400000;99275;8400001
16900000;-2697005829807890432;8450000;98998;8450001
